case_id,contact_conductance_S,G_over_omega0CA,frequency_hz,frequency_over_f0,sigma_re_S_m,sigma_im_S_m,phase_deg,component_voltage_difference_V,contact_current_A,contact_dissipation_W,electrode_mismatch
G_0S,0.0,0.0,130.53473852150276,4.100869755774177,0.20622328523079145,0.0027608193288623777,0.7670028445341842,0.7049142844483636,0.0,0.0,4.900908320329623e-05
G_0S,0.0,0.0,186.7072548110453,5.865581400862975,0.2066359686318634,0.002021423669923599,0.5604801106175189,0.7015147929650472,0.0,0.0,4.982506206526595e-05
G_0S,0.0,0.0,267.052275845592,8.38969467920947,0.20685304900569174,0.0014485140763496674,0.40121422912600696,0.6996940507523458,0.0,0.0,5.025469674196138e-05
G_0S,0.0,0.0,381.9718634205488,12.000000000000002,0.20696395578396293,0.0010271406998609174,0.28435069130933327,0.6987540569716403,0.0,0.0,5.0488470588194106e-05
G_0.0001S,0.0001,0.003978873577297384,2.5464790894703246,0.07999999999999999,0.19727924011833575,0.0006394154202886966,0.18570467236391272,0.7664366268773156,7.664366268773157e-05,2.937125515095388e-05,2.0859691986663152e-05
G_0.0001S,0.0001,0.003978873577297384,3.642295726132819,0.11442609495420367,0.19732193125099493,0.0009079165750732392,0.26362716233851824,0.7664672036231092,7.664672036231092e-05,2.9373598711491434e-05,2.1104783621520547e-05
G_0.0001S,0.0001,0.003978873577297384,5.209670957622051,0.1636666400808554,0.1974080054372777,0.0012853190011664411,0.3730462364394365,0.7660486690315307,7.660486690315308e-05,2.9341528166248983e-05,2.1591550082931988e-05
G_0.0001S,0.0001,0.003978873577297384,7.451528795962724,0.23409668123409294,0.19757938888664864,0.0018046164303533521,0.5233037241090912,0.7649825744386549,7.64982574438655e-05,2.9259916959739613e-05,2.252803997051175e-05
G_0.0001S,0.0001,0.003978873577297384,10.65811676951017,0.33483461344195337,0.1979116936996303,0.002490178954630335,0.7208730982898199,0.7627992765879716,7.627992765879717e-05,2.9093136818156648e-05,2.4233707602692823e-05
G_0.0001S,0.0001,0.003978873577297384,15.244583518762019,0.47892271589578805,0.19852384591452263,0.003323810534101925,0.9591921975964606,0.7587019389125119,7.587019389125119e-05,2.8781431605480252e-05,2.707318198797247e-05
G_0.0001S,0.0001,0.003978873577297384,21.804727015689387,0.6850157020602068,0.1995519975033226,0.004183839173994853,1.2010965275552183,0.7517192601850108,7.517192601850109e-05,2.8254092306655e-05,3.121075734356362e-05
G_0.0001S,0.0001,0.003978873577297384,31.187872049347042,0.9797958971132713,0.20103782395159742,0.004807072382471431,1.3697546091479822,0.7414237306957538,7.414237306957539e-05,2.7485457421940486e-05,3.6265402976509054e-05
G_0.0001S,0.0001,0.003978873577297384,44.60883010672674,1.4014277294852795,0.2027785825357463,0.0049063550131992085,1.386036895683686,0.7290076249109035,7.290076249109035e-05,2.657260585891183e-05,4.1283483890702035e-05
G_0.0001S,0.0001,0.003978873577297384,63.80517786985318,2.0044987805692083,0.20438186487462218,0.004429788314077879,1.2416387453719493,0.7171414426728917,7.171414426728918e-05,2.5714592439947823e-05,4.531203293089819e-05
G_0.0001S,0.0001,0.003978873577297384,91.26221676882095,2.8670870975124716,0.20556402736838886,0.0036157845144942835,1.0077046715942284,0.7080349528640008,7.080349528640007e-05,2.506567472385639e-05,4.79992197085807e-05
G_0.0001S,0.0001,0.003978873577297384,130.53473852150276,4.100869755774177,0.2063007168027352,0.002756302250930175,0.7654606958467217,0.7021512643006257,7.021512643006258e-05,2.465081989794836e-05,4.956459144892439e-05
G_0.0001S,0.0001,0.003978873577297384,186.7072548110453,5.865581400862975,0.2067127138940984,0.0020181088562189597,0.5593533383406789,0.6987691550394647,6.987691550394648e-05,2.4413916601728374e-05,5.040806276540145e-05
G_0.0001S,0.0001,0.003978873577297384,267.052275845592,8.38969467920947,0.20692943056670285,0.0014461349341471908,0.40040742022365633,0.696957793404118,6.96957793404118e-05,2.4287508289336862e-05,5.085166009970662e-05
G_0.0001S,0.0001,0.003978873577297384,381.9718634205488,12.000000000000002,0.20704015051633765,0.0010254518706214956,0.28377869559190877,0.6960226946535768,6.960226946535769e-05,2.4222379573641313e-05,5.1092387844183545e-05
G_0.0005S,0.0005,0.019894367886486918,2.5464790894703246,0.07999999999999999,0.19762644947449098,0.0007180538111421317,0.20817695156372773,0.7407081371402614,0.00037035406857013073,0.00013716213610644905,1.806441791777276e-05
G_0.0005S,0.0005,0.019894367886486918,3.642295726132819,0.11442609495420367,0.19767733180456454,0.0009609298055479963,0.27851847299093985,0.7476072950582892,0.0003738036475291446,0.00013972916690609298,1.831803771016938e-05
G_0.0005S,0.0005,0.019894367886486918,5.209670957622051,0.1636666400808554,0.1977670754704481,0.0013183630011619311,0.3819418210262381,0.7506311780470989,0.0003753155890235495,0.00014086179136409388,1.893160006956322e-05
G_0.0005S,0.0005,0.019894367886486918,7.451528795962724,0.23409668123409294,0.19793937872131892,0.0018216972692006459,0.5272958771436836,0.7512833878290986,0.0003756416939145493,0.00014110668220699196,2.014758148197076e-05
G_0.0005S,0.0005,0.019894367886486918,10.65811676951017,0.33483461344195337,0.19827040966180637,0.0024938360577401834,0.7206256685534211,0.7499770163857904,0.0003749885081928952,0.00014061638127673304,2.2330567928516394e-05
G_0.0005S,0.0005,0.019894367886486918,15.244583518762019,0.47892271589578805,0.19887883204867174,0.003315706278846007,0.9551462830424224,0.7463685261815343,0.00037318426309076715,0.0001392664942185989,2.585510692412664e-05
G_0.0005S,0.0005,0.019894367886486918,21.804727015689387,0.6850157020602068,0.1999001854958155,0.004165746508577771,1.1938215636829117,0.7397220329309487,0.00036986101646547436,0.00013679717150087388,3.081902262069201e-05
G_0.0005S,0.0005,0.019894367886486918,31.187872049347042,0.9797958971132713,0.20137610405804313,0.004782004106826518,1.3603260956530348,0.7297246673793866,0.0003648623336896933,0.0001331245225454891,3.671179984670727e-05
G_0.0005S,0.0005,0.019894367886486918,44.60883010672674,1.4014277294852795,0.2031053748454863,0.004878752115019386,1.3760254308233986,0.7175978334777411,0.00035879891673887054,0.00012873666265298693,4.244699259500096e-05
G_0.0005S,0.0005,0.019894367886486918,63.80517786985318,2.0044987805692083,0.2046981913892274,0.0044040003614595384,1.2325058174847092,0.7059863324956425,0.00035299316624782124,0.00012460417541766195,4.699606794833912e-05
G_0.0005S,0.0005,0.019894367886486918,91.26221676882095,2.8670870975124716,0.20587266092676704,0.0035943577803017454,1.0002329044158098,0.6970698364611683,0.00034853491823058413,0.00012147658922599997,5.0010478226636714e-05
G_0.0005S,0.0005,0.019894367886486918,130.53473852150276,4.100869755774177,0.20660453322504357,0.0027397982293626225,0.7597591005491909,0.6913080317925974,0.0003456540158962987,0.0001194766987052387,5.1760606457499995e-05
G_0.0005S,0.0005,0.019894367886486918,186.7072548110453,5.865581400862975,0.20701381448080391,0.0020059499505040595,0.5551748774948349,0.6879960536149592,0.0003439980268074796,0.00011833464244743945,5.270150165020292e-05
G_0.0005S,0.0005,0.019894367886486918,267.052275845592,8.38969467920947,0.2072290920985456,0.001437390617156639,0.3974108766176953,0.6862224222312477,0.0003431112111156239,0.00011772530319323022,5.3194556197399104e-05
G_0.0005S,0.0005,0.019894367886486918,381.9718634205488,12.000000000000002,0.20733907300242674,0.0010192379856966928,0.28165248191077724,0.6853069734238321,0.00034265348671191605,0.00011741141195583322,5.3459904230179656e-05
G_0.002S,0.002,0.07957747154594767,2.5464790894703246,0.07999999999999999,0.19830428069074071,0.0014479369170926296,0.4183429616744006,0.5718566916168207,0.0011437133832336414,0.0003270200757469356,1.6315347141457512e-05
G_0.002S,0.002,0.07957747154594767,3.642295726132819,0.11442609495420367,0.19859461396519817,0.0015881926985361532,0.4581936894058445,0.6320849026900368,0.0012641698053800737,0.0003995313242086733,1.5407361467127975e-05
G_0.002S,0.002,0.07957747154594767,5.209670957622051,0.1636666400808554,0.19884490713239783,0.0018011643315695015,0.5189788038596065,0.6690729678593828,0.0013381459357187655,0.0004476586363201626,1.554071949485058e-05
G_0.002S,0.002,0.07957747154594767,7.451528795962724,0.23409668123409294,0.19910816777242632,0.0021615340385368535,0.6219830864467596,0.6889709051351096,0.0013779418102702193,0.0004746809081226922,1.711736816651855e-05
G_0.002S,0.002,0.07957747154594767,10.65811676951017,0.33483461344195337,0.19948202813599675,0.0027104784041489987,0.7784631944367633,0.6979195228065846,0.0013958390456131693,0.00048709166031457086,2.0430316442159886e-05
G_0.002S,0.002,0.07957747154594767,15.244583518762019,0.47892271589578805,0.20010136115764654,0.003431795687937368,0.9825427132267063,0.6997193120260505,0.001399438624052101,0.0004896071156222095,2.5637514305410914e-05
G_0.002S,0.002,0.07957747154594767,21.804727015689387,0.6850157020602068,0.20111033516492977,0.004203020512126156,1.1972546568452367,0.6960975297077284,0.0013921950594154569,0.00048455177086520186,3.256068379484785e-05
G_0.002S,0.002,0.07957747154594767,31.187872049347042,0.9797958971132713,0.20255641563659765,0.004763453165055361,1.3471578557130441,0.6880497507884342,0.0013760995015768686,0.0004734124595600264,4.040450696543335e-05
G_0.002S,0.002,0.07957747154594767,44.60883010672674,1.4014277294852795,0.20424703379693793,0.004829403820220426,1.3545014670826467,0.677371559127043,0.001354743118254086,0.0004588322291142012,4.781577347779702e-05
G_0.002S,0.002,0.07957747154594767,63.80517786985318,2.0044987805692083,0.20580338238515547,0.0043460410086233175,1.209760497590186,0.6668578856193834,0.001333715771238767,0.0004446994396127547,5.3595659103829014e-05
G_0.002S,0.002,0.07957747154594767,91.26221676882095,2.8670870975124716,0.20695069701845617,0.003541560649746853,0.9804106776193261,0.6587031219267929,0.001317406243853586,0.0004338898028361034,5.739134599916699e-05
G_0.002S,0.002,0.07957747154594767,130.53473852150276,4.100869755774177,0.20766547836063914,0.0026973874002889074,0.7441786867411915,0.6534133030615338,0.0013068266061230676,0.00042694894461778375,5.958511209731296e-05
G_0.002S,0.002,0.07957747154594767,186.7072548110453,5.865581400862975,0.2080651047324788,0.001974065740388116,0.543590631993993,0.6503682525802047,0.0013007365051604094,0.00042297886396422895,6.076053597071699e-05
G_0.002S,0.002,0.07957747154594767,267.052275845592,8.38969467920947,0.20827526336284152,0.0014142263257128427,0.38904262148413676,0.6487369164843052,0.0012974738329686105,0.00042085958680956436,6.137272154752386e-05
G_0.002S,0.002,0.07957747154594767,381.9718634205488,12.000000000000002,0.20838261605402902,0.0010026868939888608,0.2756913456332662,0.6478951382376205,0.001295790276475241,0.00041976811015194534,6.169732702518478e-05
G_0.01S,0.01,0.3978873577297384,2.5464790894703246,0.07999999999999999,0.19793061998795944,0.0026904765852758215,0.7787752090834543,0.1809098565805642,0.001809098565805642,0.00016364188104000152,2.7002066236765025e-05
G_0.01S,0.01,0.3978873577297384,3.642295726132819,0.11442609495420367,0.19859451882989299,0.0035311959405947067,1.0186651023951832,0.24509730447164713,0.0024509730447164714,0.0003003634432963365,3.0940688170896636e-05
G_0.01S,0.01,0.3978873577297384,5.209670957622051,0.1636666400808554,0.19962122100847549,0.004359450089590759,1.2510613489104905,0.31860003672488213,0.0031860003672488212,0.0005075299170054813,3.624138674828605e-05
G_0.01S,0.01,0.3978873577297384,7.451528795962724,0.23409668123409294,0.20095892272594512,0.004989316985431255,1.4222214519390097,0.39112026927096405,0.00391120269270964,0.0007648753251729572,4.23470029850618e-05
G_0.01S,0.01,0.3978873577297384,10.65811676951017,0.33483461344195337,0.20241585909439935,0.005343580503740051,1.5122012601200843,0.45038443713881793,0.00450384437138818,0.0010142307060842493,4.864655170470205e-05
G_0.01S,0.01,0.3978873577297384,15.244583518762019,0.47892271589578805,0.20385214197939505,0.005530610398870622,1.554081880559225,0.48980058488684974,0.004898005848868498,0.0011995230647775005,5.514661764620886e-05
G_0.01S,0.01,0.3978873577297384,21.804727015689387,0.6850157020602068,0.20532133721237172,0.005661925607228542,1.5795837587252939,0.5105340974603978,0.005105340974603978,0.0013032253233485147,6.234967160155406e-05
G_0.01S,0.01,0.3978873577297384,31.187872049347042,0.9797958971132713,0.20693156189652245,0.005657254023580912,1.5660059695160455,0.5175843317642822,0.005175843317642822,0.001339467702439393,7.031248600592561e-05
G_0.01S,0.01,0.3978873577297384,44.60883010672674,1.4014277294852795,0.20860660085426314,0.005317537685801546,1.4601958971357012,0.516522758552703,0.00516522758552703,0.0013339788005144698,7.806501800091676e-05
G_0.01S,0.01,0.3978873577297384,63.80517786985318,2.0044987805692083,0.21007910181105108,0.004591160278668194,1.2519676498823582,0.5122541973106038,0.005122541973106039,0.0013120218133116552,8.430516573066373e-05
G_0.01S,0.01,0.3978873577297384,91.26221676882095,2.8670870975124716,0.21114414015388167,0.0036610878863611823,0.9933681605650153,0.5080086959286687,0.0050800869592866876,0.001290364175695733,8.848718150368691e-05
G_0.01S,0.01,0.3978873577297384,130.53473852150276,4.100869755774177,0.21180180406235907,0.0027575268846639685,0.7459130344929552,0.5050028845344297,0.005050028845344297,0.0012751395669404724,9.09299793612318e-05
G_0.01S,0.01,0.3978873577297384,186.7072548110453,5.865581400862975,0.21216780186671946,0.0020066118213947657,0.541868086132105,0.5032086043566062,0.005032086043566062,0.0012660944974926171,9.224413201057555e-05
G_0.01S,0.01,0.3978873577297384,267.052275845592,8.38969467920947,0.21235979905741792,0.0014333128226862119,0.3867093904890935,0.5022320142136785,0.005022320142136784,0.0012611849805056427,9.292780500033965e-05
G_0.01S,0.01,0.3978873577297384,381.9718634205488,12.000000000000002,0.21245775540335812,0.0010145842955115178,0.2736118344665775,0.5017250093825967,0.005017250093825967,0.0012586399251998338,9.32875694264188e-05
G_0.02S,0.02,0.7957747154594768,2.5464790894703246,0.07999999999999999,0.19770719010554857,0.00283318163265695,0.8210032207126831,0.09347606958898261,0.0018695213917796522,8.73777558580432e-05,2.9160675443935333e-05
G_0.02S,0.02,0.7957747154594768,3.642295726132819,0.11442609495420367,0.19824197499134544,0.003887249550328528,1.123346628569404,0.13040126130035692,0.0026080252260071387,0.00017004488948723967,3.491928426389002e-05
G_0.02S,0.02,0.7957747154594768,5.209670957622051,0.1636666400808554,0.19919782201437408,0.005140331321217474,1.4781986020800246,0.17784302316164624,0.003556860463232925,0.0003162814088727384,4.3266409227402435e-05
G_0.02S,0.02,0.7957747154594768,7.451528795962724,0.23409668123409294,0.20072889291746296,0.006402622803117403,1.8269364463485103,0.23352862831350088,0.004670572566270017,0.0005453562024198525,5.3867450285955276e-05
G_0.02S,0.02,0.7957747154594768,10.65811676951017,0.33483461344195337,0.20281873435156345,0.007353424205500188,2.0764142387184354,0.290320856150678,0.00580641712301356,0.0008428619951606266,6.547858120834355e-05
G_0.02S,0.02,0.7957747154594768,15.244583518762019,0.47892271589578805,0.2051933355157058,0.00775533075586983,2.1644773231987364,0.33832494500754057,0.006766498900150812,0.0011446376841435534,7.658662502086443e-05
G_0.02S,0.02,0.7957747154594768,21.804727015689387,0.6850157020602068,0.2075333883436791,0.007641616698155876,2.108743461501108,0.3709419493930046,0.007418838987860093,0.0013759792981948241,8.64770582252325e-05
G_0.02S,0.02,0.7957747154594768,31.187872049347042,0.9797958971132713,0.20970360989658487,0.007151829744289561,1.9532849311825227,0.3881958645541781,0.007763917291083562,0.0015069602925696579,9.522419493276555e-05
G_0.02S,0.02,0.7957747154594768,44.60883010672674,1.4014277294852795,0.21163465726588807,0.006333072890845498,1.7140391850896755,0.3945277394484486,0.007890554788968973,0.0015565213719430297,0.00010270698715111433
G_0.02S,0.02,0.7957747154594768,63.80517786985318,2.0044987805692083,0.213182801015063,0.005249327119587132,1.4105430798968859,0.39521453463524797,0.007904290692704959,0.001561945283869556,0.00010841580321172283
G_0.02S,0.02,0.7957747154594768,91.26221676882095,2.8670870975124716,0.21425223233713886,0.0040868477116660935,1.092780827469516,0.3940609840501412,0.007881219681002825,0.0015528405915056565,0.00011216651353560636
G_0.02S,0.02,0.7957747154594768,130.53473852150276,4.100869755774177,0.21489795792394867,0.00303845786528429,0.8100552185543385,0.3928441630616057,0.007856883261232114,0.0015432653645157343,0.0001143395137661011
G_0.02S,0.02,0.7957747154594768,186.7072548110453,5.865581400862975,0.2152533096443257,0.00219605302615313,0.5845215806643824,0.39202147906206714,0.007840429581241343,0.0015368084004601073,0.00011550389085885889
G_0.02S,0.02,0.7957747154594768,267.052275845592,8.38969467920947,0.21543866747084495,0.0015630668127891078,0.4156893521991379,0.39155034954514323,0.007831006990902865,0.0015331167622892384,0.0001161089690667159
G_0.02S,0.02,0.7957747154594768,381.9718634205488,12.000000000000002,0.21553296807615335,0.0011042697923568181,0.29354880376256737,0.39130028346070517,0.007826005669214103,0.0015311591183642824,0.00011642837110233866
G_0.05S,0.05,1.9894367886486921,2.5464790894703246,0.07999999999999999,0.1975525528515695,0.002895207023191815,0.8396311070199525,0.037897979811244,0.0018948989905622,3.5906421844336445e-05,3.0412722310473755e-05
G_0.05S,0.05,1.9894367886486921,3.642295726132819,0.11442609495420367,0.1979599715815615,0.00405577924666242,1.1737045922218645,0.05356668823420079,0.00267833441171004,7.173475220950165e-05,3.724164757183267e-05
G_0.05S,0.05,1.9894367886486921,5.209670957622051,0.1636666400808554,0.19874049304430325,0.005567765533360829,1.6047361164453835,0.07484008295684319,0.0037420041478421597,0.00014002595042467925,4.755459261534325e-05
G_0.05S,0.05,1.9894367886486921,7.451528795962724,0.23409668123409294,0.20014741520649815,0.007364531722293931,2.1072783240936444,0.10233949151788806,0.005116974575894403,0.000261834288103497,6.167398120939788e-05
G_0.05S,0.05,1.9894367886486921,10.65811676951017,0.33483461344195337,0.20243027991841053,0.00915436068112821,2.5892822030144402,0.13493312782653338,0.006746656391326669,0.0004551737246262899,7.885391098407597e-05
G_0.05S,0.05,1.9894367886486921,15.244583518762019,0.47892271589578805,0.20559021729525345,0.010408403486896691,2.8982355082681313,0.16860079743212394,0.008430039871606197,0.0007106557223687023,9.692993751237884e-05
G_0.05S,0.05,1.9894367886486921,21.804727015689387,0.6850157020602068,0.20918189127298997,0.010665072715432624,2.9186800124619268,0.1974144588231417,0.009870722941157086,0.0009743117138108479,0.00011315716007514878
G_0.05S,0.05,1.9894367886486921,31.187872049347042,0.9797958971132713,0.21255559977625751,0.009906319009737614,2.6683834776548445,0.21721436555368628,0.010860718277684315,0.0011795520150722615,0.00012586477595966897
G_0.05S,0.05,1.9894367886486921,44.60883010672674,1.4014277294852795,0.21528228659446264,0.00847657194507626,2.2548118303828404,0.228077662063007,0.011403883103150351,0.0013004854983031807,0.00013489038637791315
G_0.05S,0.05,1.9894367886486921,63.80517786985318,2.0044987805692083,0.21723069898589714,0.006780269161325203,1.7877525081364372,0.23291275898871028,0.011645637949435515,0.0013562088324933263,0.00014077612776536796
G_0.05S,0.05,1.9894367886486921,91.26221676882095,2.8670870975124716,0.21846985041678732,0.005145982550462214,1.349332966108223,0.234728385819901,0.01173641929099505,0.0013774353777404075,0.0001442750284907973
G_0.05S,0.05,1.9894367886486921,130.53473852150276,4.100869755774177,0.21918268107140138,0.0037679440819239265,0.9848680983607198,0.23534075113644043,0.011767037556822022,0.0013846317286365997,0.0001461907158122914
G_0.05S,0.05,1.9894367886486921,186.7072548110453,5.865581400862975,0.21956482681452827,0.0027005209929348148,0.704669578040809,0.23554064669651603,0.011777032334825802,0.0013869849061553248,0.00014718672217465428
G_0.05S,0.05,1.9894367886486921,267.052275845592,8.38969467920947,0.21976143727236452,0.0019134701489844932,0.4988636528494405,0.23560849072737836,0.01178042453636892,0.0013877840225708284,0.0001476971445030883
G_0.05S,0.05,1.9894367886486921,381.9718634205488,12.000000000000002,0.21986072627990558,0.001348371223640875,0.3513815908952662,0.23563372234537755,0.011781686117268878,0.0013880812776584622,0.00014796641612225352
G_0.2S,0.2,7.9577471545947684,2.5464790894703246,0.07999999999999999,0.19747084323206937,0.002918057605953078,0.8466070961948737,0.009520207120961199,0.00190404142419224,9.063434362600032e-06,3.1013466368541675e-05
G_0.2S,0.2,7.9577471545947684,3.642295726132819,0.11442609495420367,0.1978022762553639,0.004120155430439185,1.1932794161454987,0.01352178441314481,0.0027043568826289623,1.8283865371556597e-05,3.83394932169739e-05
G_0.2S,0.2,7.9577471545947684,5.209670957622051,0.1636666400808554,0.19845391837166243,0.005742459870337293,1.6574474075763985,0.01907038317220462,0.003814076634440924,3.636795143347051e-05,4.957927006802163e-05
G_0.2S,0.2,7.9577471545947684,7.451528795962724,0.23409668123409294,0.1996864031624195,0.007806339036388166,2.23872348402797,0.02653299957275982,0.005306599914551964,7.040000663280728e-05,6.548979403768326e-05
G_0.2S,0.2,7.9577471545947684,10.65811676951017,0.33483461344195337,0.20185617239787484,0.010142397033710438,2.8764453553070743,0.03601438254917603,0.007202876509835206,0.0001297035750398395,8.599523279816351e-05
G_0.2S,0.2,7.9577471545947684,15.244583518762019,0.47892271589578805,0.20523860224060192,0.012235520841163468,3.411711745101198,0.04693232262837886,0.009386464525675773,0.00022026429072942428,0.00010935199704615613
G_0.2S,0.2,7.9577471545947684,21.804727015689387,0.6850157020602068,0.20964339020234765,0.013305696390684676,3.631591065499492,0.05775033522062348,0.011550067044124696,0.0003335101218094385,0.0001320147334352762
G_0.2S,0.2,7.9577471545947684,31.187872049347042,0.9797958971132713,0.2142437721552906,0.012857701702265918,3.4344498666636687,0.0665778772231056,0.01331557544462112,0.0004432613735534923,0.00015036988533786218
G_0.2S,0.2,7.9577471545947684,44.60883010672674,1.4014277294852795,0.2181022361089692,0.011147984433425968,2.926045553685875,0.07244484598289952,0.014488969196579904,0.0005248255709486033,0.00016293486847262882
G_0.2S,0.2,7.9577471545947684,63.80517786985318,2.0044987805692083,0.22079954706610658,0.008890716335014575,2.305826671156323,0.0757266772958119,0.01514533545916238,0.0005734529654264033,0.0001704586644857518
G_0.2S,0.2,7.9577471545947684,91.26221676882095,2.8670870975124716,0.22244616146189977,0.006699999980491044,1.7252071120731372,0.07737359850569588,0.015474719701139176,0.0005986673745720624,0.0001745518820068479
G_0.2S,0.2,7.9577471545947684,130.53473852150276,4.100869755774177,0.2233618628037019,0.0048775822168676325,1.2509766105679458,0.07816405772661097,0.015632811545322197,0.0006109619920288973,0.0001766508169056969
G_0.2S,0.2,7.9577471545947684,186.7072548110453,5.865581400862975,0.223842334728438,0.0034831499770875875,0.8914921656048421,0.07854130249602696,0.015708260499205394,0.0006168736197772412,0.00017769908732889774
G_0.2S,0.2,7.9577471545947684,267.052275845592,8.38969467920947,0.22408650106155786,0.0024627700233556564,0.6296704476773621,0.07872279577600526,0.01574455915520105,0.0006197278574790632,0.00017822400839171348
G_0.2S,0.2,7.9577471545947684,381.9718634205488,12.000000000000002,0.22420888899716002,0.0017331392744412994,0.442888720363928,0.07881102294942147,0.015762204589884293,0.0006211177338334237,0.00017849699911804318
G_1S,1.0,39.78873577297384,2.5464790894703246,0.07999999999999999,0.1974486643527172,0.002923161080246323,0.8481827849371875,0.0019060580199191546,0.0019060580199191546,1.8165285876490641e-06,3.117007235690895e-05
G_1S,1.0,39.78873577297384,3.642295726132819,0.11442609495420367,0.19775867969536964,0.004134706224711896,1.197756306516987,0.0027101481000805887,0.0027101481000805887,3.672451362185212e-06,3.862240708830608e-05
G_1S,1.0,39.78873577297384,5.209670957622051,0.1636666400808554,0.1983717006849931,0.00578287431760872,1.669797053338838,0.0038303961894691793,0.0038303961894691793,7.335967484150004e-06,5.009596944365165e-05
G_1S,1.0,39.78873577297384,7.451528795962724,0.23409668123409294,0.1995438570221626,0.007913046176722144,2.270912870772098,0.0053509376786909455,0.0053509376786909455,1.4316267020617223e-05,6.64658504375028e-05
G_1S,1.0,39.78873577297384,10.65811676951017,0.33483461344195337,0.20164818638527038,0.010399145112484739,2.9521701564193705,0.007315534645402123,0.007315534645402123,2.675852357403938e-05,8.787372545792879e-05
G_1S,1.0,39.78873577297384,15.244583518762019,0.47892271589578805,0.20503305762920881,0.012764526121250862,3.562405074459916,0.009642508702979839,0.009642508702979839,4.6488987043520966e-05,0.00011281944772907443
G_1S,1.0,39.78873577297384,21.804727015689387,0.6850157020602068,0.20962958835312828,0.01417796693717889,3.8692173292223293,0.012046086520969999,0.012046086520969999,7.255410023534755e-05,0.00013771572551468032
G_1S,1.0,39.78873577297384,31.187872049347042,0.9797958971132713,0.21464083636515258,0.013967009513155345,3.7230755811047165,0.014113334658390318,0.014113334658390318,9.959310758986068e-05,0.00015838571180978568
G_1S,1.0,39.78873577297384,44.60883010672674,1.4014277294852795,0.21897409709816867,0.012261503547462662,3.204943123572014,0.015569774959552496,0.015569774959552496,0.00012120894614555396,0.0001726948771270268
G_1S,1.0,39.78873577297384,63.80517786985318,2.0044987805692083,0.22204154728880465,0.009835152930455802,2.5362129790703785,0.016434456639597358,0.016434456639597358,0.00013504568251940284,0.00018122431271131427
G_1S,1.0,39.78873577297384,91.26221676882095,2.8670870975124716,0.223915031378661,0.007426462941696407,1.8996003229735192,0.016893497715571627,0.016893497715571627,0.00014269513253301188,0.0001858053510853078
G_1S,1.0,39.78873577297384,130.53473852150276,4.100869755774177,0.22495341813340713,0.00540932289127451,1.3774925394591315,0.017124375423254658,0.017124375423254658,0.00014662211681828406,0.00018812549886775752
G_1S,1.0,39.78873577297384,186.7072548110453,5.865581400862975,0.22549657334772527,0.0038632070519701075,0.981495215774136,0.01723828033699683,0.01723828033699683,0.0001485791544884458,0.00018927440239147254
G_1S,1.0,39.78873577297384,267.052275845592,8.38969467920947,0.22577200655924065,0.0027313658984102094,0.6931244775838048,0.017294209166628566,0.017294209166628566,0.00014954483534954978,0.00018984614910641775
G_1S,1.0,39.78873577297384,381.9718634205488,12.000000000000002,0.22590984078731008,0.0019219528245529578,0.4874383878071688,0.017321701100705873,0.017321701100705873,0.00015002066451109752,0.0001901412698920101
